ACCOUNT_ID	TRANSACTION_ID	AMOUNT	AMOUNT_NORMALIZED	CURRENCY	TRANSACTION_DATE	CATEGORY_CODE	BOOKING_TEXT	COUNTERPARTY	CITY	COUNTRY	ZIP	GEO_LATITUDE	GEO_LONGITUDE	STREET	TRANSACTION_TYPE
1001	57076531206608	-2.60	-2.60	CHF	02.02.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	57067275911889	-2.60	-2.60	CHF	01.02.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56964201979649	-1.50	-1.50	CHF	20.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	58769956452613	-102.00	-102.00	CHF	15.08.2016	cv_cash									CASHWITHDRAWAL
1001	56946325557059	-36.25	-36.25	CHF	18.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56921079097471	-11.40	-11.40	CHF	15.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56921078996817	-0.80	-0.80	CHF	15.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56895095291433	-14.95	-14.95	CHF	12.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56886021175635	-15.70	-15.70	CHF	11.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56851395817302	-2.60	-2.60	CHF	07.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56834607852751	-2.60	-2.60	CHF	05.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56834607852396	-14.45	-14.45	CHF	05.01.2016	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56791417356872	-8.40	-8.40	CHF	31.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56774142751963	-5.30	-5.30	CHF	29.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56765191861448	-0.80	-0.80	CHF	28.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56765191861359	-11.00	-11.00	CHF	28.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56661811885540	-11.75	-11.75	CHF	16.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56653183641068	-10.00	-10.00	CHF	15.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56644083324172	-22.40	-22.40	CHF	14.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56643952020953	-2.60	-2.60	CHF	14.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56609965744475	-7.10	-7.10	CHF	10.12.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56532235671290	-24.60	-24.60	CHF	30.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56532235671241	-0.80	-0.80	CHF	30.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56532235670718	-8.80	-8.80	CHF	30.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56523432127833	-0.80	-0.80	CHF	29.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56522988949669	-10.20	-10.20	CHF	29.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56497664310931	-2.60	-2.60	CHF	26.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	58571759399840	-2.00	-2.00	CHF	24.07.2016	cv_accountfees									BANKBOOKING
1001	58554826353968	2000.00	2000.00	CHF	21.07.2016	cv_income									PAYMENT
1001	56488997310536	-4.40	-4.40	CHF	25.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56480378008649	-10.00	-10.00	CHF	24.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	58545305773435	-202.00	-202.00	CHF	20.07.2016	cv_cash									CASHWITHDRAWAL
1001	56471754327621	-15.30	-15.30	CHF	23.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56471754227073	-8.80	-8.80	CHF	23.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	58528214639769	-52.00	-52.00	CHF	18.07.2016	cv_cash									CASHWITHDRAWAL
1001	56471748277924	-4.10	-4.10	CHF	23.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56462609112321	-15.95	-15.95	CHF	22.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56462494745953	-6.50	-6.50	CHF	22.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56462494745849	-2.60	-2.60	CHF	22.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56419889317629	-14.70	-14.70	CHF	17.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56419889317503	-9.75	-9.75	CHF	17.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	CHILD.58489384974582	-30.00	-30.00	CHF	15.07.2016	cv_mobility									PAYMENT
1001	CHILD.58489381472667	-54.00	-54.00	CHF	15.07.2016	cv_utilities									PAYMENT
1001	CHILD.58489378271009	-10.10	-10.10	CHF	15.07.2016	cv_utilities									PAYMENT
1001	CHILD.58489045169581	-166.00	-166.00	CHF	15.07.2016	cv_online_shopping									PAYMENT
1001	56411258950011	-31.20	-31.20	CHF	16.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56411258949588	-10.75	-10.75	CHF	16.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56402153525552	-10.70	-10.70	CHF	15.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56401998375213	-2.60	-2.60	CHF	15.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	CHILD.58472020634403	-40.00	-40.00	CHF	13.07.2016	cv_office									PAYMENT
1001	56368038980670	-6.00	-6.00	CHF	11.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56368038879415	-9.40	-9.40	CHF	11.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56359582446416	-9.55	-9.55	CHF	10.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56359582345257	-2.60	-2.60	CHF	10.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56350773168650	-2.60	-2.60	CHF	09.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	CHILD.58456750443630	-30.00	-30.00	CHF	11.07.2016	cv_office									PAYMENT
1001	56350773167918	-7.20	-7.20	CHF	09.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56350773167863	-21.00	-21.00	CHF	09.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56341677858222	-17.60	-17.60	CHF	08.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56341536213793	-3.60	-3.60	CHF	08.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56316228070577	-1.80	-1.80	CHF	05.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56307552909461	-2.60	-2.60	CHF	04.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56307552808476	-11.80	-11.80	CHF	04.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56298922273751	-4.00	-4.00	CHF	03.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56290306717392	-23.85	-23.85	CHF	02.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56281195981898	-5.60	-5.60	CHF	01.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56281070110041	-2.60	-2.60	CHF	01.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56281069907923	-17.60	-17.60	CHF	01.11.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56255723338270	-4.60	-4.60	CHF	29.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56247085087322	-6.60	-6.60	CHF	28.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56238456377264	-4.60	-4.60	CHF	27.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56229803708793	-7.45	-7.45	CHF	26.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56220582807512	-2.60	-2.60	CHF	25.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56195235231679	-3.10	-3.10	CHF	22.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56177961005053	-1.00	-1.00	CHF	20.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56169406468415	-18.20	-18.20	CHF	19.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56160619325586	-3.80	-3.80	CHF	18.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56134860360349	-2.60	-2.60	CHF	15.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56126126264620	-2.20	-2.20	CHF	14.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56117487531385	-5.40	-5.40	CHF	13.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56117487531171	-4.55	-4.55	CHF	13.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56117487531102	-4.10	-4.10	CHF	13.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56117487430692	-2.60	-2.60	CHF	13.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56074279009537	-2.60	-2.60	CHF	08.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	58313760308568	-2.00	-2.00	CHF	23.06.2016	cv_accountfees									BANKBOOKING
1001	58313713527360	2000.00	2000.00	CHF	23.06.2016	cv_income									PAYMENT
1001	56057000199057	-25.50	-25.50	CHF	06.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56048389770899	-20.95	-20.95	CHF	05.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56039362021595	-0.80	-0.80	CHF	04.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56013806949635	-4.20	-4.20	CHF	01.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56013806747765	-2.60	-2.60	CHF	01.10.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56005166932875	-3.20	-3.20	CHF	30.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	56005165825286	-8.90	-8.90	CHF	30.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55987910920392	-24.00	-24.00	CHF	28.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55987910819050	-35.65	-35.65	CHF	28.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55987910718380	-1.75	-1.75	CHF	28.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55987909709590	-2.60	-2.60	CHF	28.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55978794945130	-1.90	-1.90	CHF	27.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55978794945102	-30.65	-30.65	CHF	27.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55978657175189	-2.60	-2.60	CHF	27.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55944671920236	-5.00	-5.00	CHF	23.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55927415042295	-12.55	-12.55	CHF	21.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55927414941300	-17.25	-17.25	CHF	21.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55918305563243	-16.95	-16.95	CHF	20.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55918168041814	-3.70	-3.70	CHF	20.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55892842806024	-6.70	-6.70	CHF	17.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55884194580268	-21.90	-21.90	CHF	16.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55875560130111	-19.15	-19.15	CHF	15.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55875553561487	-3.10	-3.10	CHF	15.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55857673677059	-4.20	-4.20	CHF	13.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55832356991450	-8.30	-8.30	CHF	10.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55823722066326	-11.55	-11.55	CHF	09.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55815272697273	-12.60	-12.60	CHF	08.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55806465850273	-37.20	-37.20	CHF	07.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55797206097405	-4.40	-4.40	CHF	06.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55771880817780	-1.10	-1.10	CHF	03.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55771875567297	-2.60	-2.60	CHF	03.09.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55745975895745	-16.50	-16.50	CHF	31.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55745975795553	-1.95	-1.95	CHF	31.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55745975492070	-21.70	-21.70	CHF	31.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55736775059342	-2.60	-2.60	CHF	30.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55711406861243	-2.90	-2.90	CHF	27.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55702772251268	-16.90	-16.90	CHF	26.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55702772150588	-3.30	-3.30	CHF	26.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55676249958150	-2.90	-2.90	CHF	23.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55650932360579	-4.30	-4.30	CHF	20.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55625001126679	2.80	2.80	CHF	17.08.2015	cv_income		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55625001126625	-7.00	-7.00	CHF	17.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55625001126594	-2.80	-2.80	CHF	17.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55625001025098	-15.25	-15.25	CHF	17.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	58045054396970	2000.00	2000.00	CHF	23.05.2016	cv_income									PAYMENT
1001	58044713199157	-2.00	-2.00	CHF	23.05.2016	cv_accountfees									BANKBOOKING
1001	55615768294106	-3.30	-3.30	CHF	16.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
1001	55590437857804	-4.30	-4.30	CHF	13.08.2015	cv_groceries		Migros M Express	Zürich	CH	8048	47.391301	8.487883	Hohlstrasse 600	CARDPAYMENT
